Case,Date,State,County,Case Count
NO.26992-26994,2020-03-22,AL,Madison,2
NO.26990-26991,2020-03-22,AL,Lee,1
NO.26984-26989,2020-03-22,MS,Forrest,5
NO.26979-26983,2020-03-22,MS,Desoto,4
NO.26977-26978,2020-03-22,MS,Copiah,1
NO.26965-26976,2020-03-22,GU,Guam,11
NO.26963-26964,2020-03-22,MS,Coahoma,1
NO.26962,2020-03-22,MS,Chickasaw,1
NO.26961,2020-03-22,MS,Bolivar,1
NO.26949-26960,2020-03-22,KY,Unassigned,11
NO.26916-26948,2020-03-22,LA,Orleans,32
NO.26914-26915,2020-03-22,LA,Unassigned,1
NO.26913,2020-03-22,TN,Hamilton,1
NO.26912,2020-03-22,VA,Danville,1
NO.26911,2020-03-22,MD,St. Mary's,1
NO.26910,2020-03-22,MD,Worcester,1
NO.26906-26909,2020-03-22,MD,Prince George's,3
NO.26891-26905,2020-03-22,MD,Montgomery,14
NO.26886-26890,2020-03-22,MD,Howard,4
NO.26885,2020-03-22,MD,Charles,1
NO.26884,2020-03-22,MD,Carroll,1
NO.26875-26883,2020-03-22,MD,Baltimore City,8
NO.26866-26874,2020-03-22,MD,Baltimore,8
NO.26863-26865,2020-03-22,MD,Anne Arundel,2
NO.26862,2020-03-22,KS,Sedgwick,1
Death,2020-03-22,GU,Guam,1
NO.26861,2020-03-22,PR,Puerto Rico,1
NO.26860,2020-03-22,PR,Puerto Rico,1
NO.26856-26859,2020-03-21,AR,Cleburne,3
NO.26855,2020-03-21,TX,Comal,1
NO.26854,2020-03-21,CA,El Dorado,1
NO.26853,2020-03-21,TX,Maverick,1
NO.26851-26852,2020-03-21,CO,Logan,1
NO.26850,2020-03-21,OH,Madison,1
NO.26849,2020-03-21,AR,Sebastian,1
NO.26838-26848,2020-03-21,AR,Jefferson,10
NO.26836-26837,2020-03-21,MO,Greene,1
Death,2020-03-21,CA,Los Angeles,1
Death,2020-03-21,LA,Orleans,1
Death,2020-03-21,WA,Snohomish,1
Death,2020-03-21,LA,Orleans,1
Death,2020-03-21,LA,Orleans,1
Death,2020-03-21,LA,Orleans,1
Death,2020-03-21,NJ,Bergen,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,WA,King,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
Death,2020-03-21,NY,New York,1
