Case,Date,State,County,Case Count
NO.3594,2020-03-15,IA,Polk,1
NO.3593,2020-03-15,IA,Johnson,1
NO.3591-3592,2020-03-15,IA,Allamakee,1
NO.3590,2020-03-15,TX,Harris,1
NO.3589,2020-03-15,WI,Wood,1
NO.3588,2020-03-15,NJ,Ocean,1
NO.3585-3587,2020-03-15,CA,Orange,2
NO.3584,2020-03-15,GA,Forsyth,1
NO.3583,2020-03-15,GA,Troup,1
NO.3582,2020-03-15,NJ,Burlington,1
NO.3581,2020-03-15,KY,Jefferson,1
NO.3580,2020-03-15,NJ,Burlington,1
NO.3578-3579,2020-03-15,LA,Jefferson,1
NO.3576-3577,2020-03-15,LA,St. Tammany,1
NO.3575,2020-03-15,HI,Honolulu,1
NO.3574,2020-03-15,NH,Rockingham,1
NO.3572-3573,2020-03-15,NH,Rockingham,1
NO.3570-3571,2020-03-15,NH,Rockingham,1
NO.3569,2020-03-15,NV,Washoe,1
NO.3568,2020-03-15,NV,Washoe,1
NO.3567,2020-03-15,NV,Washoe,1
NO.3566,2020-03-15,NV,Washoe,1
NO.3563-3565,2020-03-15,CA,Sacramento,2
NO.3562,2020-03-15,KS,Johnson,1
NO.3554-3561,2020-03-15,NY,Monroe,7
NO.3553,2020-03-15,NY,Erie,1
NO.3552,2020-03-15,NY,Erie,1
NO.3551,2020-03-15,NY,Erie,1
NO.3550,2020-03-15,NY,Erie,1
NO.3549,2020-03-15,AL,Lee,1
NO.3547-3548,2020-03-15,AL,Shelby,1
NO.3546,2020-03-15,AL,Tuscaloosa,1
NO.3545,2020-03-15,DC,District of Columbia,1
NO.3544,2020-03-15,NE,Douglas,1
NO.3543,2020-03-15,NE,Douglas,1
NO.3542,2020-03-15,TX,Denton,1
NO.3541,2020-03-15,OR,Linn,1
NO.3540,2020-03-15,OR,Deschutes,1
NO.3539,2020-03-15,OR,Yamhill,1
NO.3538,2020-03-15,WA,Whatcom,1
NO.3535-3537,2020-03-15,WA,Pierce,2
NO.3534,2020-03-15,MD,Talbot,1
NO.3533,2020-03-15,WA,Lincoln,1
NO.3531-3532,2020-03-15,WA,Jefferson,1
NO.3530,2020-03-15,WI,Milwaukee,1
NO.3526-3529,2020-03-15,NM,Bernalillo,3
NO.3525,2020-03-15,CT,Hartford,1
NO.3520-3524,2020-03-15,MI,Oakland,4
NO.3519,2020-03-15,CT,Fairfield,1
NO.3511-3518,2020-03-15,LA,Orleans,7
NO.3489-3510,2020-03-15,WA,Snohomish,21
Death,2020-03-15,NY,New York,1
Death,2020-03-15,NY,New York,1
NO.3488,2020-03-15,CA,Santa Barbara,1
Death,2020-03-15,NY,New York,1
NO.3456-3487,2020-03-15,WA,King,31
Death,2020-03-15,WA,King,1
NO.3455,2020-03-15,CO,Clear Creek,1
NO.3454,2020-03-15,ME,Cumberland,1
NO.3453,2020-03-15,NY,Rockland,1
NO.3452,2020-03-15,NY,Schenectady,1
NO.3451,2020-03-15,ME,Cumberland,1
NO.3450,2020-03-15,ME,Cumberland,1
NO.3449,2020-03-15,ME,Lincoln,1
NO.3448,2020-03-15,CA,San Luis Obispo,1
NO.3447,2020-03-15,ME,Cumberland,1
NO.3446,2020-03-15,ME,Cumberland,1
NO.3445,2020-03-15,NY,Montgomery,1
NO.3443-3444,2020-03-15,NY,Greene,1
NO.3442,2020-03-15,SC,Kershaw,1
NO.3441,2020-03-15,CA,San Bernardino,1
NO.3439-3440,2020-03-15,NY,Putnam,1
NO.3433-3438,2020-03-15,NY,Suffolk,5
NO.3432,2020-03-15,SC,Greenville,1
NO.3413-3431,2020-03-15,NY,Nassau,18
NO.3411-3412,2020-03-15,SC,Anderson,1
NO.3408-3410,2020-03-15,NY,Dutchess,2
NO.3390-3407,2020-03-15,NY,Westchester,17
NO.3388-3389,2020-03-15,SC,Horry,1
NO.3328-3387,2020-03-15,NY,New York,59
NO.3327,2020-03-15,IL,Lake,1
NO.3325-3326,2020-03-15,SC,Kershaw,1
NO.3324,2020-03-15,KY,Jefferson,1
NO.3313-3323,2020-03-15,IL,Cook,10
NO.3312,2020-03-15,KY,Clark,1
NO.3309-3311,2020-03-15,IL,Cook,2
NO.3305-3308,2020-03-15,MA,Worcester,3
NO.3304,2020-03-15,MA,Hampden,1
NO.3303,2020-03-15,CO,Garfield,1
NO.3302,2020-03-15,MA,Plymouth,1
NO.3301,2020-03-15,MA,Essex,1
NO.3297-3300,2020-03-15,MA,Suffolk,3
NO.3294-3296,2020-03-15,MA,Norfolk,2
NO.3284-3293,2020-03-15,MA,Middlesex,9
NO.3281-3283,2020-03-15,CO,Jefferson,2
NO.3275-3280,2020-03-15,AL,Jefferson,5
NO.3273-3274,2020-03-15,CO,Gunnison,1
NO.3272,2020-03-15,CO,El Paso,1
NO.3268-3271,2020-03-15,CO,Eagle,3
NO.3264-3267,2020-03-15,CO,Douglas,3
NO.3260-3263,2020-03-15,CO,Denver,3
NO.3257-3259,2020-03-15,CO,Arapahoe,2
NO.3256,2020-03-15,DE,New Castle,1
NO.3254-3255,2020-03-15,CO,Weld,1
NO.3253,2020-03-15,NV,Washoe,1
NO.3237-3252,2020-03-15,CA,Los Angeles,15
NO.3236,2020-03-15,MD,Howard,1
NO.3235,2020-03-15,TX,El Paso,1
NO.3233-3234,2020-03-15,PA,Philadelphia,1
NO.3226-3232,2020-03-15,NJ,Middlesex,6
NO.3224-3225,2020-03-15,CO,Boulder,1
NO.3223,2020-03-15,NJ,Morris,1
NO.3222,2020-03-15,UT,Southwest Utah,1
NO.3220-3221,2020-03-15,UT,Non-Utah resident,1
NO.3219,2020-03-15,UT,Davis,1
NO.3216-3218,2020-03-15,TX,Travis,2
NO.3215,2020-03-15,VT,Chittenden,1
NO.3214,2020-03-15,VT,Windsor,1
NO.3213,2020-03-15,VT,Bennington,1
NO.3212,2020-03-15,NJ,Ocean,1
NO.3208-3211,2020-03-15,TN,Williamson,3
NO.3207,2020-03-15,NJ,Union,1
NO.3206,2020-03-15,PA,Allegheny,1
NO.3203-3205,2020-03-15,TN,Davidson,2
NO.3200-3202,2020-03-15,NJ,Passaic,2
NO.3196-3199,2020-03-15,NJ,Essex,3
NO.3192-3195,2020-03-15,NJ,Monmouth,3
NO.3188-3191,2020-03-15,NJ,Hudson,3
NO.3184-3187,2020-03-15,NJ,Bergen,3
NO.3183,2020-03-15,MN,Olmsted,1
NO.3182,2020-03-15,MN,Anoka,1
NO.3179-3181,2020-03-15,MN,Ramsey,2
NO.3178,2020-03-15,MN,Waseca,1
NO.3177,2020-03-15,MN,Washington,1
NO.3176,2020-03-15,MN,Dakota,1
NO.3175,2020-03-15,OH,Lorain,1
NO.3174,2020-03-15,OH,Medina,1
NO.3173,2020-03-15,NC,Wilson,1
NO.3172,2020-03-15,TX,Collin,1
NO.3169-3171,2020-03-15,OH,Cuyahoga,2
NO.3168,2020-03-15,SC,Horry,1
NO.3167,2020-03-15,PR,Puerto Rico,1
NO.3165-3166,2020-03-15,OH,Butler,1
NO.3164,2020-03-15,NH,Hillsborough,1
NO.3163,2020-03-15,VA,Prince William,1
NO.3162,2020-03-15,VA,Virginia Beach,1
NO.3159-3161,2020-03-15,TX,Dallas,2
Death,2020-03-15,CA,San Mateo,1
NO.3136-3158,2020-03-15,CA,Santa Clara,22
NO.3127-3135,2020-03-15,CA,San Francisco,8
NO.3125-3126,2020-03-15,MS,Hinds,1
NO.3124,2020-03-15,PA,Luzerne,1
NO.3123,2020-03-15,PA,Lehigh,1
NO.3121-3122,2020-03-15,PA,Philadelphia,1
NO.3117-3120,2020-03-15,PA,Montgomery,3
NO.3114-3116,2020-03-15,PA,Monroe,2
NO.3113,2020-03-15,PA,Delaware,1
NO.3112,2020-03-15,AZ,Pima,1
NO.3110-3111,2020-03-15,PA,Cumberland,1
NO.3109,2020-03-15,PA,Bucks,1
NO.3108,2020-03-15,PA,Allegheny,1
NO.3107,2020-03-15,TX,Bexar,1
Death,2020-03-15,NY,New York,1
NO.3106,2020-03-15,NJ,Hudson,1
NO.3105,2020-03-15,VA,Alexandria,1
NO.3104,2020-03-15,NJ,Hudson,1
NO.3102-3103,2020-03-15,MD,Prince George's,1
NO.3101,2020-03-15,GA,Floyd,1
NO.3097-3100,2020-03-15,NY,Albany,3
NO.3096,2020-03-15,OK,Payne,1
NO.3095,2020-03-15,OK,Cleveland,1
NO.3094,2020-03-15,OK,Tulsa,1
NO.3088-3093,2020-03-15,MD,Montgomery,5
NO.3086-3087,2020-03-15,OH,Franklin,1
NO.3085,2020-03-15,GA,Newton,1
NO.3084,2020-03-15,GA,Lee,1
NO.3083,2020-03-15,GA,Lowndes,1
NO.3081-3082,2020-03-15,GA,Clayton,1
NO.3079-3080,2020-03-15,GA,Gwinnett,1
NO.3078,2020-03-15,VA,Arlington,1
NO.3077,2020-03-15,GA,Fayette,1
NO.3076,2020-03-15,GA,Cherokee,1
NO.3074-3075,2020-03-15,GA,Bartow,1
NO.3072-3073,2020-03-15,GA,DeKalb,1
NO.3067-3071,2020-03-15,WI,Fond du Lac,4
NO.3063-3066,2020-03-15,GA,Cobb,3
NO.3062,2020-03-15,MD,Baltimore,1
NO.3061,2020-03-15,MD,Prince George's,1
NO.3054-3060,2020-03-15,GA,Fulton,6
NO.3052-3053,2020-03-15,NC,Mecklenburg,1
NO.3051,2020-03-15,FL,Collier,1
NO.3050,2020-03-15,LA,Jefferson,1
NO.3037-3049,2020-03-15,LA,Orleans,12
Death,2020-03-15,LA,Orleans,1
NO.3036,2020-03-15,FL,Hillsborough,1
NO.3034-3035,2020-03-15,IN,Marion,1
NO.3033,2020-03-15,FL,St. Johns,1
NO.3030-3032,2020-03-15,GU,Guam,2
NO.3029,2020-03-15,CT,Hartford,1
NO.3023-3028,2020-03-15,MN,Hennepin,5
NO.3022,2020-03-15,NC,Watauga,1
NO.3019-3021,2020-03-15,NC,Wake,2
NO.3018,2020-03-15,FL,Alachua,1
NO.3016-3017,2020-03-15,AR,Jefferson,1
NO.3000-3015,2020-03-15,FL,Broward,15
NO.2999,2020-03-15,IN,Hamilton,1
NO.2998,2020-03-15,FL,Citrus,1
NO.2997,2020-03-15,FL,Orange,1
NO.2996,2020-03-15,FL,Miami-Dade,1
NO.2995,2020-03-15,FL,Miami-Dade,1
NO.2994,2020-03-15,FL,Miami-Dade,1
NO.2993,2020-03-15,FL,Miami-Dade,1
NO.2992,2020-03-15,FL,Lee,1
NO.2989-2991,2020-03-15,FL,Duval,2
NO.2988,2020-03-15,FL,Collier,1
Death,2020-03-15,FL,Clay,1
NO.2987,2020-03-15,FL,Hillsborough,1
NO.2986,2020-03-15,FL,Clay,1
NO.2985,2020-03-15,FL,Pasco,1
NO.2984,2020-03-15,FL,Volusia,1
NO.2983,2020-03-15,NJ,Union,1
NO.2982,2020-03-15,NJ,Union,1
NO.2981,2020-03-15,LA,Terrebonne,1
NO.2980,2020-03-15,FL,Miami-Dade,1
NO.2979,2020-03-14,FL,Miami-Dade,1
Death,2020-03-14,WA,King,1
Death,2020-03-14,WA,King,1
Death,2020-03-14,FL,Lee,1
NO.2978,2020-03-14,FL,Miami-Dade,1
NO.2977,2020-03-14,FL,Miami-Dade,1
NO.2976,2020-03-14,FL,Miami-Dade,1
NO.2975,2020-03-14,FL,Clay,1
NO.2974,2020-03-14,FL,Collier,1
NO.2970-2973,2020-03-14,FL,Broward,3
NO.2969,2020-03-14,MT,Missoula,1
NO.2964-2968,2020-03-14,CA,Contra Costa,4
NO.2963,2020-03-14,LA,Caddo,1
NO.2962,2020-03-14,LA,St. Charles,1
NO.2961,2020-03-14,IL,Kane,1
NO.2960,2020-03-14,OH,Stark,1
NO.2959,2020-03-14,CO,Boulder,1
NO.2957-2958,2020-03-14,CA,Sonoma,1
NO.2956,2020-03-14,PR,Puerto Rico,1
NO.2955,2020-03-14,TX,Matagorda,1
NO.2954,2020-03-14,Diamond Princess,Sonoma,1
NO.2946-2953,2020-03-14,NY,Suffolk,7
NO.2944-2945,2020-03-14,NY,Westchester,1
NO.2943,2020-03-14,CA,San Diego,1
NO.2942,2020-03-14,OH,Tuscarawas,1
NO.2941,2020-03-14,HI,Maui,1
NO.2939-2940,2020-03-14,GA,Clarke,1
NO.2938,2020-03-14,HI,Honolulu,1
NO.2937,2020-03-14,OH,Lucas,1
NO.2936,2020-03-14,TX,Smith,1
NO.2934-2935,2020-03-14,UT,Non-Utah resident,1
NO.2932-2933,2020-03-14,UT,Salt Lake,1
NO.2931,2020-03-14,NJ,Hunterdon,1
NO.2930,2020-03-14,CA,San Diego,1
NO.2929,2020-03-14,CA,San Diego,1
NO.2928,2020-03-14,CA,San Diego,1
NO.2927,2020-03-14,UT,Davis,1
NO.2926,2020-03-14,CA,San Diego,1
NO.2917-2925,2020-03-14,UT,Salt Lake,8
NO.2916,2020-03-14,CA,San Diego,1
NO.2914-2915,2020-03-14,ME,Cumberland,1
NO.2913,2020-03-14,ME,Cumberland,1
NO.2912,2020-03-14,AL,Tuscaloosa,1
NO.2911,2020-03-14,CA,San Luis Obispo,1
Death,2020-03-14,NJ,Monmouth,1
NO.2910,2020-03-14,NC,Harnett,1
NO.2909,2020-03-14,ID,Blaine,1
NO.2907-2908,2020-03-14,TX,Dallas,1
NO.2906,2020-03-14,FL,Hillsborough,1
Death,2020-03-14,OR,Multnomah,1
NO.2905,2020-03-14,IL,Sangamon,1
NO.2904,2020-03-14,MD,Baltimore City,1
NO.2903,2020-03-14,IL,Sangamon,1
NO.2902,2020-03-14,MI,Washtenaw,1
NO.2901,2020-03-14,AL,Baldwin,1
NO.2900,2020-03-14,MI,Wayne,1
NO.2899,2020-03-14,MI,Monroe,1
NO.2898,2020-03-14,MI,Macomb,1
NO.2897,2020-03-14,MI,Oakland,1
NO.2896,2020-03-14,MI,Oakland,1
NO.2895,2020-03-14,IA,Dallas,1
NO.2890-2894,2020-03-14,AL,Jefferson,4
NO.2889,2020-03-14,MI,Oakland,1
NO.2888,2020-03-14,MO,Greene,1
NO.2887,2020-03-14,MI,Wayne,1
NO.2886,2020-03-14,TX,Collin,1
NO.2884-2885,2020-03-14,NY,Rockland,1
NO.2880-2883,2020-03-14,NY,Westchester,3
NO.2869-2879,2020-03-14,NY,Nassau,10
NO.2868,2020-03-14,ID,Ada,1
NO.2867,2020-03-14,TX,Tarrant,1
NO.2866,2020-03-14,MT,Missoula,1
NO.2865,2020-03-14,ID,Teton,1
NO.2863-2864,2020-03-14,KY,Fayette,1
NO.2857-2862,2020-03-14,DC,District of Columbia,5
NO.2851-2856,2020-03-14,CA,San Mateo,5
NO.2795-2850,2020-03-14,NY,New York,55
NO.2794,2020-03-14,TX,Montgomery,1
NO.2793,2020-03-14,TX,Harris,1
NO.2790-2792,2020-03-14,NY,Erie,2
NO.2789,2020-03-14,NC,Johnston,1
NO.2787-2788,2020-03-14,NE,Douglas,1
NO.2785-2786,2020-03-14,CA,Marin,1
NO.2783-2784,2020-03-14,CA,Riverside,1
NO.2780-2782,2020-03-14,OR,Washington,2
NO.2778-2779,2020-03-14,NY,Albany,1
NO.2777,2020-03-14,OR,Linn,1
NO.2776,2020-03-14,WY,Sheridan,1
NO.2775,2020-03-14,NC,Mecklenburg,1
NO.2774,2020-03-14,CA,Orange,1
NO.2773,2020-03-14,NY,Dutchess,1
NO.2760-2772,2020-03-14,CA,Los Angeles,12
NO.2756-2759,2020-03-14,CA,Contra Costa,3
NO.2755,2020-03-14,CT,New Haven,1
NO.2754,2020-03-14,MD,Harford,1
Death,2020-03-14,WA,King,1
NO.2753,2020-03-14,NM,Bernalillo,1
NO.2752,2020-03-14,NM,Sandoval,1
NO.2751,2020-03-14,NM,Sandoval,1
NO.2749-2750,2020-03-14,WA,Thurston,1
NO.2728-2748,2020-03-14,WA,Snohomish,20
NO.2727,2020-03-14,WA,Skagit,1
NO.2721-2726,2020-03-14,GA,Dougherty,5
NO.2714-2720,2020-03-14,WA,Pierce,6
NO.2654-2713,2020-03-14,WA,King,59
NO.2653,2020-03-14,WA,Grant,1
NO.2651-2652,2020-03-14,CT,New Haven,1
Death,2020-03-14,VA,James City,1
NO.2642-2650,2020-03-14,LA,Orleans,8
NO.2635-2641,2020-03-14,CT,Fairfield,6
Death,2020-03-14,LA,Orleans,1
NO.2634,2020-03-14,CT,New Haven,1
NO.2633,2020-03-14,NY,Rockland,1
NO.2632,2020-03-14,KY,Jefferson,1
NO.2631,2020-03-14,KY,Nelson,1
NO.2630,2020-03-14,SC,Lexington,1
NO.2629,2020-03-14,ID,Blaine,1
NO.2627-2628,2020-03-14,SC,Kershaw,1
NO.2624-2626,2020-03-14,SC,Beaufort,2
NO.2623,2020-03-14,VA,James City,1
NO.2622,2020-03-14,VA,Virginia Beach,1
NO.2620-2621,2020-03-14,VA,Loudoun,1
NO.2618-2619,2020-03-14,VA,Arlington,1
NO.2614-2617,2020-03-14,VA,Fairfax,3
NO.2613,2020-03-14,KS,Franklin,1
NO.2612,2020-03-14,TX,Hays,1
NO.2611,2020-03-14,MA,Suffolk,1
NO.2607-2610,2020-03-14,MA,Norfolk,3
NO.2602-2606,2020-03-14,MA,Middlesex,4
NO.2601,2020-03-14,WI,Winnebago,1
NO.2599-2600,2020-03-14,WI,Waukesha,1
NO.2596-2598,2020-03-14,MA,Essex,2
NO.2592-2595,2020-03-14,WI,Milwaukee,3
NO.2591,2020-03-14,WI,Dane,1
NO.2590,2020-03-14,MA,Bristol,1
NO.2588-2589,2020-03-14,TX,Brazoria,1
NO.2587,2020-03-14,IL,Lake,1
NO.2586,2020-03-14,IL,St. Clair,1
NO.2585,2020-03-14,IL,St. Clair,1
NO.2584,2020-03-14,IL,Cumberland,1
NO.2583,2020-03-14,IL,Woodford,1
NO.2582,2020-03-14,IL,DuPage,1
NO.2572-2581,2020-03-14,IL,Cook,9
NO.2571,2020-03-14,CA,Placer,1
NO.2559-2570,2020-03-14,CA,Sacramento,11
NO.2558,2020-03-14,TX,Bexar,1
NO.2557,2020-03-14,OH,Trumbull,1
NO.2556,2020-03-14,OH,Summit,1
NO.2551-2555,2020-03-14,OH,Cuyahoga,4
NO.2548-2550,2020-03-14,OH,Butler,2
NO.2547,2020-03-14,OH,Lorain,1
NO.2546,2020-03-14,TN,Williamson,1
NO.2545,2020-03-14,MN,Renville,1
NO.2544,2020-03-14,MN,Hennepin,1
NO.2543,2020-03-14,MN,Ramsey,1
NO.2542,2020-03-14,TN,Davidson,1
NO.2541,2020-03-14,CO,Weld,1
NO.2539-2540,2020-03-14,MN,Hennepin,1
NO.2538,2020-03-14,MN,Dakota,1
NO.2537,2020-03-14,NY,Albany,1
NO.2536,2020-03-14,CO,Pitkin,1
NO.2477-2535,2020-03-14,NY,New York,58
NO.2475-2476,2020-03-14,CO,Jefferson,1
NO.2473-2474,2020-03-14,CO,Gunnison,1
NO.2472,2020-03-14,MA,Barnstable,1
NO.2471,2020-03-14,CO,El Paso,1
NO.2467-2470,2020-03-14,CO,Eagle,3
NO.2461-2466,2020-03-14,CO,Denver,5
NO.2458-2460,2020-03-14,CO,Arapahoe,2
NO.2455-2457,2020-03-14,CO,Adams,2
NO.2452-2454,2020-03-14,AR,Jefferson,2
NO.2451,2020-03-14,NV,Washoe,1
NO.2450,2020-03-14,NJ,Hudson,1
NO.2446-2449,2020-03-14,NJ,Essex,3
NO.2442-2445,2020-03-14,NJ,Middlesex,3
NO.2432-2441,2020-03-14,NJ,Bergen,9
NO.2427-2431,2020-03-14,CA,San Francisco,4
NO.2422-2426,2020-03-14,NY,Suffolk,4
NO.2419-2421,2020-03-14,WA,Spokane,2
NO.2418,2020-03-14,NY,Tioga,1
NO.2415-2417,2020-03-14,NY,Orange,2
NO.2414,2020-03-14,VT,Windsor,1
NO.2413,2020-03-14,VT,Washington,1
NO.2399-2412,2020-03-14,NY,Westchester,13
NO.2398,2020-03-14,VT,Windsor,1
NO.2386-2397,2020-03-14,CA,Santa Clara,11
NO.2379-2385,2020-03-14,LA,Orleans,6
NO.2378,2020-03-14,LA,St. Charles,1
NO.2371-2377,2020-03-14,LA,Jefferson,6
NO.2370,2020-03-14,KS,Johnson,1
NO.2369,2020-03-14,FL,Sarasota,1
NO.2364-2368,2020-03-14,GA,Fulton,4
NO.2362-2363,2020-03-14,PA,Allegheny,1
NO.2361,2020-03-14,GA,Fayette,1
NO.2358-2360,2020-03-14,GA,DeKalb,2
NO.2357,2020-03-14,MN,Stearns,1
NO.2356,2020-03-14,GA,Coweta,1
NO.2349-2355,2020-03-14,GA,Cobb,6
NO.2345-2348,2020-03-14,GA,Cherokee,3
NO.2344,2020-03-14,UT,Summit,1
NO.2341-2343,2020-03-14,GA,Bartow,2
NO.2340,2020-03-14,NC,Craven,1
NO.2339,2020-03-14,CO,Mesa,1
NO.2338,2020-03-14,LA,St. Bernard,1
NO.2337,2020-03-14,LA,St. John the Baptist,1
NO.2336,2020-03-14,LA,Jefferson,1
NO.2335,2020-03-14,LA,Bossier,1
NO.2334,2020-03-14,NY,Tompkins,1
NO.2333,2020-03-14,PA,Philadelphia,1
NO.2332,2020-03-14,AZ,Maricopa,1
NO.2330-2331,2020-03-14,PA,Montgomery,1
NO.2329,2020-03-14,PA,Chester,1
NO.2328,2020-03-14,DE,New Castle,1
NO.2327,2020-03-14,DE,New Castle,1
NO.2321-2326,2020-03-14,CA,San Mateo,5
NO.2320,2020-03-14,OH,Franklin,1
NO.2319,2020-03-14,TX,Collin,1
NO.2317-2318,2020-03-14,NC,Wake,1
NO.2306-2316,2020-03-14,LA,Orleans,10
NO.2289-2305,2020-03-14,NY,Nassau,16
NO.2288,2020-03-14,IN,LaPorte,1
Death,2020-03-14,NY,New York,1
NO.2287,2020-03-14,IN,Wells,1
NO.2286,2020-03-14,IN,Marion,1
NO.2283-2285,2020-03-14,TN,Davidson,2
NO.2282,2020-03-14,VA,Chesterfield,1
NO.2280-2281,2020-03-14,NY,Albany,1
NO.2279,2020-03-14,NC,Brunswick,1
NO.2278,2020-03-14,FL,Palm Beach,1
NO.2277,2020-03-14,FL,Broward,1
NO.2276,2020-03-14,FL,Broward,1
NO.2275,2020-03-14,FL,Broward,1
NO.2274,2020-03-14,FL,Broward,1
NO.2273,2020-03-14,FL,Broward,1
NO.2272,2020-03-14,FL,Broward,1
NO.2271,2020-03-14,FL,Broward,1
NO.2270,2020-03-14,FL,Broward,1
NO.2269,2020-03-14,FL,Miami-Dade,1
NO.2268,2020-03-14,FL,Broward,1
NO.2267,2020-03-14,FL,Miami-Dade,1
NO.2266,2020-03-14,FL,Miami-Dade,1
NO.2265,2020-03-14,FL,Palm Beach,1
NO.2264,2020-03-14,FL,Palm Beach,1
NO.2263,2020-03-14,FL,Alachua,1
NO.2262,2020-03-14,FL,Volusia,1
NO.2261,2020-03-14,FL,Manatee,1
NO.2260,2020-03-14,FL,Manatee,1
NO.2259,2020-03-14,FL,Osceola,1
NO.2258,2020-03-14,FL,Orange,1
NO.2257,2020-03-14,FL,Miami-Dade,1
NO.2256,2020-03-14,NY,Monroe,1
NO.2254-2255,2020-03-14,UT,Non-Utah resident,1
NO.2253,2020-03-14,FL,Miami-Dade,1
NO.2252,2020-03-14,GA,Henry,1
NO.2250-2251,2020-03-13,AR,Faulkner,1
NO.2249,2020-03-13,AR,Pulaski,1
NO.2248,2020-03-13,FL,Miami-Dade,1
Death,2020-03-13,WA,King,1
Death,2020-03-13,WA,King,1
Death,2020-03-13,WA,King,1
Death,2020-03-13,WA,King,1
Death,2020-03-13,WA,King,1
NO.2247,2020-03-13,FL,Osceola,1
NO.2246,2020-03-13,FL,Orange,1
NO.2245,2020-03-13,CO,Summit,1
NO.2244,2020-03-13,NY,New York,1
Death,2020-03-13,WA,King,1
NO.2243,2020-03-13,NY,New York,1
NO.2241-2242,2020-03-13,TX,Travis,1
NO.2240,2020-03-13,KY,Jefferson,1
NO.2238-2239,2020-03-13,WA,Yakima,1
NO.2235-2237,2020-03-13,WA,Island,2
NO.2234,2020-03-13,TX,Galveston,1
NO.2232-2233,2020-03-13,MN,Hennepin,1
NO.2231,2020-03-13,MN,Stearns,1
NO.2230,2020-03-13,CA,San Diego,1
NO.2229,2020-03-13,CA,San Diego,1
NO.2228,2020-03-13,CA,San Diego,1
NO.2227,2020-03-13,CA,San Diego,1
NO.2226,2020-03-13,CA,San Diego,1
NO.2225,2020-03-13,USVI,Unassigned,1
NO.2222-2224,2020-03-13,OH,Cuyahoga,2
NO.2221,2020-03-13,TN,Campbell,1
NO.2220,2020-03-13,AZ,Graham,1
NO.2219,2020-03-13,NH,Rockingham,1
NO.2217-2218,2020-03-13,HI,Kauai,1
NO.2216,2020-03-13,TX,Bell,1
NO.2215,2020-03-13,FL,Miami-Dade,1
NO.2214,2020-03-13,WY,Fremont,1
NO.2213,2020-03-13,CT,Fairfield,1
NO.2212,2020-03-13,CT,Fairfield,1
NO.2211,2020-03-13,CT,Litchfield,1
NO.2210,2020-03-13,CA,Tulare,1
NO.2209,2020-03-13,OK,Oklahoma,1
NO.2208,2020-03-13,MS,Copiah,1
NO.2207,2020-03-13,CA,Ventura,1
NO.2206,2020-03-13,CA,San Benito,1
NO.2205,2020-03-13,CA,Ventura,1
NO.2202-2204,2020-03-13,PR,Puerto Rico,2
NO.2201,2020-03-13,WA,Whatcom,1
NO.2200,2020-03-13,CT,Hartford,1
NO.2199,2020-03-13,TX,El Paso,1
NO.2197-2198,2020-03-13,OR,Deschutes,1
NO.2195-2196,2020-03-13,MI,Wayne,1
Death,2020-03-13,FL,Orange,1
NO.2194,2020-03-13,MI,Oakland,1
NO.2192-2193,2020-03-13,MI,Oakland,1
NO.2191,2020-03-13,MI,Macomb,1
NO.2190,2020-03-13,MI,Wayne,1
NO.2189,2020-03-13,MI,Charlevoix,1
NO.2188,2020-03-13,MI,Bay,1
NO.2187,2020-03-13,AL,Limestone,1
NO.2186,2020-03-13,AL,Tuscaloosa,1
NO.2185,2020-03-13,TX,Harris,1
Death,2020-03-13,CA,Santa Clara,1
NO.2184,2020-03-13,MT,Broadwater,1
NO.2183,2020-03-13,MT,Silver Bow,1
NO.2182,2020-03-13,MT,Yellowstone,1
NO.2181,2020-03-13,MT,Gallatin,1
NO.2177-2180,2020-03-13,CA,Riverside,3
NO.2176,2020-03-13,NJ,Camden,1
NO.2175,2020-03-13,NC,Harnett,1
NO.2174,2020-03-13,NC,Wake,1
NO.2173,2020-03-13,AZ,Pima,1
NO.2169-2172,2020-03-13,CA,Orange,3
NO.2168,2020-03-13,TX,Lavaca,1
NO.2167,2020-03-13,CA,Yolo,1
NO.2166,2020-03-13,CA,Los Angeles,1
NO.2165,2020-03-13,TX,Dallas,1
NO.2164,2020-03-13,MD,Prince George's,1
NO.2163,2020-03-13,NV,Washoe,1
NO.2162,2020-03-13,CO,Jefferson,1
NO.2161,2020-03-13,CO,Gunnison,1
NO.2160,2020-03-13,CO,Douglas,1
NO.2159,2020-03-13,NV,Clark,1
NO.2158,2020-03-13,NV,Clark,1
NO.2156-2157,2020-03-13,CO,Denver,1
NO.2153-2155,2020-03-13,VA,Arlington,2
NO.2152,2020-03-13,VA,Fairfax,1
NO.2147-2151,2020-03-13,VA,James City,4
NO.2146,2020-03-13,MS,Pearl River,1
NO.2145,2020-03-13,NE,Douglas,1
NO.2143-2144,2020-03-13,VA,Prince William,1
NO.2142,2020-03-13,MO,Henry,1
NO.2141,2020-03-13,MO,St. Louis,1
NO.2140,2020-03-13,TX,Tarrant,1
NO.2139,2020-03-13,UT,Non-Utah resident,1
NO.2138,2020-03-13,NC,Wayne,1
NO.2137,2020-03-13,UT,Salt Lake,1
NO.2133-2136,2020-03-13,MA,Suffolk,3
NO.2132,2020-03-13,AL,Elmore,1
NO.2131,2020-03-13,AL,Jefferson,1
NO.2130,2020-03-13,IA,Harrison,1
